Function	Depth	Time(s)	Result
Map.findMin	7	125.11	Complete (Passed 985)
Map.findMax	7	126.55	Complete (Passed 985)
Map.updateMinWithKey	6	45.40	Complete (Passed 379)
Map.deleteMin	7	133.94	Complete (Passed 985)
Map.deleteMax	7	133.92	Complete (Passed 985)
Map.alter	7	900.03	TimeOut
Map.updateMaxWithKey	2	9.22	Complete (Passed 10)
Map.updateMaxWithKey	3	9.50	Complete (Passed 21)
Map.updateMaxWithKey	4	10.93	Complete (Passed 56)
Map.updateMaxWithKey	5	16.58	Complete (Passed 153)
Map.updateMaxWithKey	6	45.11	Complete (Passed 379)
Map.elemAt	6	308.63	Complete (Passed 4927)
Map.updateMin	7	200.91	Complete (Passed 985)
Map.updateMax	7	199.85	Complete (Passed 985)
Map.updateMinWithKey	7	199.46	Complete (Passed 985)
Map.deleteAt	6	322.35	Complete (Passed 4927)
Map.updateAt	6	390.16	Complete (Passed 4927)
Map.updateMaxWithKey	7	199.80	Complete (Passed 985)
Map.lookupIndex	7	900.08	TimeOut
Map.minViewWithKey	2	4.56	Complete (Passed 10)
Map.minViewWithKey	3	4.70	Complete (Passed 21)
Map.minViewWithKey	4	5.51	Complete (Passed 56)
Map.minViewWithKey	5	10.59	Complete (Passed 153)
Map.minViewWithKey	6	30.98	Complete (Passed 379)
Map.minViewWithKey	7	135.10	Complete (Passed 985)
Map.findMin	8	720.12	Complete (Passed 2662)
Map.findMax	8	721.72	Complete (Passed 2662)
Map.deleteMin	8	748.64	Complete (Passed 2662)
Map.deleteMax	8	747.86	Complete (Passed 2662)
Map.elemAt	7	900.01	TimeOut
Map.maxViewWithKey	2	4.26	Complete (Passed 10)
Map.maxViewWithKey	3	4.89	Complete (Passed 21)
Map.maxViewWithKey	4	5.85	Complete (Passed 56)
Map.maxViewWithKey	5	10.75	Complete (Passed 153)
Map.updateMin	8	900.02	TimeOut
Map.minView	2	4.63	Complete (Passed 10)
Map.minView	3	4.79	Complete (Passed 21)
Map.updateMax	8	900.20	TimeOut
Map.maxView	2	4.32	Complete (Passed 10)
Map.minView	4	5.69	Complete (Passed 56)
Map.maxViewWithKey	6	31.92	Complete (Passed 379)
Map.maxView	3	4.98	Complete (Passed 21)
Map.updateMinWithKey	8	900.01	TimeOut
Map.maxView	4	6.29	Complete (Passed 56)
Map.minView	5	11.78	Complete (Passed 153)
Map.unions	2	6.75	Complete (Passed 111)
Map.maxView	5	10.81	Complete (Passed 153)
Map.deleteAt	7	900.01	TimeOut
Map.unionsWith	2	6.05	Complete (Passed 111)
Map.minView	6	32.13	Complete (Passed 379)
Map.maxView	6	30.92	Complete (Passed 379)
Map.updateAt	7	900.05	TimeOut
Map.union	2	5.80	Complete (Passed 100)
Map.union	3	14.82	Complete (Passed 441)
Map.maxViewWithKey	7	134.89	Complete (Passed 985)
Map.updateMaxWithKey	8	900.20	TimeOut
Map.unionWith	2	6.16	Complete (Passed 100)
Map.unionWith	3	13.82	Complete (Passed 441)
Map.minView	7	132.30	Complete (Passed 985)
Map.maxView	7	133.15	Complete (Passed 985)
Map.union	4	156.74	Complete (Passed 3136)
Map.minViewWithKey	8	741.78	Complete (Passed 2662)
Map.unionWith	4	147.65	Complete (Passed 3136)
Map.findMin	9	900.10	TimeOut
Map.findMax	9	900.00	TimeOut
Map.difference	2	4.91	Complete (Passed 100)
Map.unionWithKey	2	5.78	Complete (Passed 100)
Map.difference	3	12.71	Complete (Passed 441)
Map.unionWithKey	3	13.64	Complete (Passed 441)
Map.deleteMin	9	900.03	TimeOut
Map.deleteMax	9	900.01	TimeOut
Map.differenceWith	2	5.76	Complete (Passed 100)
Map.differenceWithKey	2	5.88	Complete (Passed 100)
Map.unions	3	562.95	Complete (Passed 9724)
Map.differenceWith	3	16.32	Complete (Passed 441)
Map.differenceWithKey	3	16.60	Complete (Passed 441)
Map.unionsWith	3	561.66	Complete (Passed 9724)
Map.difference	4	128.60	Complete (Passed 3136)
Map.unionWithKey	4	144.17	Complete (Passed 3136)
Map.differenceWith	4	176.70	Complete (Passed 3136)
Map.differenceWithKey	4	221.30	Complete (Passed 3136)
Map.maxViewWithKey	8	726.36	Complete (Passed 2662)
Map.minView	8	727.19	Complete (Passed 2662)
Map.maxView	8	725.47	Complete (Passed 2662)
Map.union	5	900.01	TimeOut
Map.intersection	2	4.98	Complete (Passed 100)
Map.intersection	3	12.19	Complete (Passed 441)
Map.minViewWithKey	9	900.01	TimeOut
Map.intersectionWith	2	5.47	Complete (Passed 100)
Map.unionWith	5	900.01	TimeOut
Map.intersectionWithKey	2	5.48	Complete (Passed 100)
Map.intersectionWith	3	12.02	Complete (Passed 441)
Map.intersectionWithKey	3	11.23	Complete (Passed 441)
Map.intersection	4	133.53	Complete (Passed 3136)
Map.intersectionWith	4	124.54	Complete (Passed 3136)
Map.intersectionWithKey	4	127.65	Complete (Passed 3136)
Map.unions	4	900.03	TimeOut
Map.unionsWith	4	900.02	TimeOut
Map.mergeWithKey	2	17.26	Complete (Passed 100)
Map.isSubmapOf	2	10.62	Complete (Passed 100)
Map.isSubmapOf	3	15.99	Complete (Passed 441)
Map.difference	5	900.01	TimeOut
Map.isProperSubmapOf	2	9.22	Complete (Passed 100)
Map.unionWithKey	5	900.01	TimeOut
Map.isProperSubmapOf	3	16.53	Complete (Passed 441)
Map.mergeWithKey	3	156.37	Complete (Passed 441)
Map.isSubmapOf	4	130.49	Complete (Passed 3136)
Map.differenceWith	5	900.09	TimeOut
Map.differenceWithKey	5	900.11	TimeOut
Map.isProperSubmapOf	4	126.78	Complete (Passed 3136)
Map.isProperSubmapOfBy	2	62.90	Complete (Passed 100)
Map.filter	2	47.55	Complete (Passed 10)
Map.maxViewWithKey	9	900.01	TimeOut
Map.isSubmapOfBy	2	186.56	Complete (Passed 100)
Map.minView	9	900.00	TimeOut
Map.maxView	9	900.00	TimeOut
Map.partition	2	17.52	Complete (Passed 10)
Map.partitionWithKey	2	17.37	Complete (Passed 10)
Map.filterWithKey	2	71.86	Complete (Passed 10)
Map.partition	3	17.85	Complete (Passed 21)
Map.partitionWithKey	3	17.48	Complete (Passed 21)
Map.filter	3	94.25	Complete (Passed 21)
Map.partition	4	18.01	Complete (Passed 56)
Map.partitionWithKey	4	19.42	Complete (Passed 56)
Map.partition	5	25.33	Complete (Passed 153)
Map.partitionWithKey	5	29.37	Complete (Passed 153)
Map.partition	6	52.65	Complete (Passed 379)
Map.partitionWithKey	6	82.89	Complete (Passed 379)
Map.filterWithKey	3	180.56	Complete (Passed 21)
Map.isProperSubmapOfBy	3	331.19	Complete (Passed 441)
Map.filter	4	248.79	Complete (Passed 56)
Map.partition	7	198.20	Complete (Passed 985)
Map.intersection	5	900.01	TimeOut
Map.mapMaybe	2	8.46	Complete (Passed 10)
Map.intersectionWith	5	900.00	TimeOut
Map.mapMaybe	3	9.38	Complete (Passed 21)
Map.mapMaybeWithKey	2	9.02	Complete (Passed 10)
Map.mapMaybe	4	9.95	Complete (Passed 56)
Map.intersectionWithKey	5	900.00	TimeOut
Map.mapMaybeWithKey	3	9.49	Complete (Passed 21)
Map.mapMaybe	5	15.47	Complete (Passed 153)
Map.mapMaybeWithKey	4	11.34	Complete (Passed 56)
Map.mapEither	2	17.35	Complete (Passed 10)
Map.mapEither	3	17.24	Complete (Passed 21)
Map.mapMaybeWithKey	5	21.69	Complete (Passed 153)
Map.mapEither	4	19.75	Complete (Passed 56)
Map.mapMaybe	6	41.06	Complete (Passed 379)
Map.mergeWithKey	4	674.58	Complete (Passed 3136)
Map.mapEither	5	26.30	Complete (Passed 153)
Map.mapMaybeWithKey	6	70.16	Complete (Passed 379)
Map.partitionWithKey	7	383.47	Complete (Passed 985)
Map.mapEither	6	51.94	Complete (Passed 379)
Map.mapMaybe	7	175.34	Complete (Passed 985)
Map.isSubmapOfBy	3	718.04	Complete (Passed 441)
Map.isSubmapOf	5	900.00	TimeOut
Map.mapEitherWithKey	2	16.86	Complete (Passed 10)
Map.mapEither	7	199.84	Complete (Passed 985)
Map.mapEitherWithKey	3	19.72	Complete (Passed 21)
Map.mapEitherWithKey	4	19.39	Complete (Passed 56)
Map.isProperSubmapOf	5	900.00	TimeOut
Map.map	2	4.04	Complete (Passed 10)
Map.map	3	4.69	Complete (Passed 21)
Map.map	4	5.48	Complete (Passed 56)
Map.mapEitherWithKey	5	30.14	Complete (Passed 153)
Map.map	5	9.79	Complete (Passed 153)
Map.map	6	31.65	Complete (Passed 379)
Map.filterWithKey	4	694.40	Complete (Passed 56)
Map.mapMaybeWithKey	7	363.29	Complete (Passed 985)
Map.mapEitherWithKey	6	84.80	Complete (Passed 379)
Map.filter	5	685.03	Complete (Passed 153)
Map.map	7	130.88	Complete (Passed 985)
Map.partition	8	900.00	TimeOut
Map.mapWithKey	2	4.71	Complete (Passed 10)
Map.mapWithKey	3	5.14	Complete (Passed 21)
Map.mapWithKey	4	5.60	Complete (Passed 56)
Map.mapWithKey	5	11.20	Complete (Passed 153)
Map.mapWithKey	6	30.66	Complete (Passed 379)
Map.mapEitherWithKey	7	384.26	Complete (Passed 985)
Map.mapWithKey	7	130.76	Complete (Passed 985)
Map.mergeWithKey	5	900.02	TimeOut
Map.mapAccum	2	5.37	Complete (Passed 10)
Map.mapAccum	3	5.27	Complete (Passed 21)
Map.mapAccum	4	6.88	Complete (Passed 56)
Map.mapAccum	5	10.72	Complete (Passed 153)
Map.partitionWithKey	8	900.22	TimeOut
Map.mapAccumWithKey	2	4.09	Complete (Passed 10)
Map.mapAccumWithKey	3	5.26	Complete (Passed 21)
Map.mapAccumWithKey	4	5.91	Complete (Passed 56)
Map.mapAccum	6	31.20	Complete (Passed 379)
Map.mapAccumWithKey	5	10.75	Complete (Passed 153)
Map.mapAccumWithKey	6	30.88	Complete (Passed 379)
Map.mapMaybe	8	900.42	TimeOut
Map.mapAccumRWithKey	2	4.16	Complete (Passed 10)
Map.mapAccumRWithKey	3	4.83	Complete (Passed 21)
Map.mapAccumRWithKey	4	5.58	Complete (Passed 56)
Map.mapAccumRWithKey	5	10.69	Complete (Passed 153)
Map.mapAccum	7	131.15	Complete (Passed 985)
Map.mapAccumRWithKey	6	31.90	Complete (Passed 379)
Map.mapAccumWithKey	7	131.49	Complete (Passed 985)
Map.mapEither	8	900.00	TimeOut
Map.mapKeys	2	4.19	Complete (Passed 10)
Map.mapKeys	3	5.45	Complete (Passed 21)
Map.mapKeys	4	6.39	Complete (Passed 56)
Map.mapKeys	5	15.67	Complete (Passed 153)
Map.map	8	722.67	Complete (Passed 2662)
Map.mapAccumRWithKey	7	130.25	Complete (Passed 985)
Map.mapKeys	6	61.29	Complete (Passed 379)
Map.mapMaybeWithKey	8	900.15	TimeOut
Map.mapKeysWith	2	5.02	Complete (Passed 10)
Map.mapKeysWith	3	5.21	Complete (Passed 21)
Map.mapKeysWith	4	6.18	Complete (Passed 56)
Map.mapKeysWith	5	15.10	Complete (Passed 153)
Map.mapKeysWith	6	62.49	Complete (Passed 379)
Map.mapKeys	7	362.64	Complete (Passed 985)
Map.mapWithKey	8	720.33	Complete (Passed 2662)
Map.mapEitherWithKey	8	900.00	TimeOut
Map.mapKeysMonotonic	2	4.33	Complete (Passed 10)
Map.mapKeysMonotonic	3	5.23	Complete (Passed 21)
Map.mapKeysMonotonic	4	7.33	Complete (Passed 56)
Map.mapKeysMonotonic	5	17.13	Complete (Passed 153)
Map.mapKeysWith	7	358.13	Complete (Passed 985)
Map.mapKeysMonotonic	6	64.92	Complete (Passed 379)
Map.mapAccum	8	704.66	Complete (Passed 2662)
Map.mapAccumWithKey	8	706.58	Complete (Passed 2662)
Map.mapAccumRWithKey	8	716.04	Complete (Passed 2662)
Map.map	9	900.00	TimeOut
Map.foldr	2	5.19	Complete (Passed 10)
Map.foldr	3	4.60	Complete (Passed 21)
Map.foldr	4	5.92	Complete (Passed 56)
Map.foldr	5	11.31	Complete (Passed 153)
Map.mapKeysMonotonic	7	376.13	Complete (Passed 985)
Map.filter	6	1701.15	TimeOut
Map.foldr'	2	4.57	Complete (Passed 10)
Map.foldr	6	34.66	Complete (Passed 379)
Map.foldr'	3	4.66	Complete (Passed 21)
Map.foldr'	4	6.20	Complete (Passed 56)
Map.foldr'	5	10.03	Complete (Passed 153)
Map.foldr'	6	38.18	Complete (Passed 379)
Map.foldr	7	174.59	Complete (Passed 985)
Map.foldr'	7	172.60	Complete (Passed 985)
Map.mapKeys	8	900.00	TimeOut
Map.mapWithKey	9	900.00	TimeOut
Map.foldl	2	4.79	Complete (Passed 10)
Map.foldl'	2	4.40	Complete (Passed 10)
Map.foldl	3	4.85	Complete (Passed 21)
Map.foldl'	3	4.33	Complete (Passed 21)
Map.foldl	4	5.37	Complete (Passed 56)
Map.foldl'	4	5.64	Complete (Passed 56)
Map.foldl	5	10.30	Complete (Passed 153)
Map.foldl'	5	10.98	Complete (Passed 153)
Map.foldl	6	36.48	Complete (Passed 379)
Map.foldl'	6	36.48	Complete (Passed 379)
Map.mapKeysWith	8	900.19	TimeOut
Map.foldrWithKey	2	4.35	Complete (Passed 10)
Map.foldrWithKey	3	4.51	Complete (Passed 21)
Map.foldrWithKey	4	6.47	Complete (Passed 56)
Map.foldrWithKey	5	11.10	Complete (Passed 153)
Map.mapAccum	9	900.02	TimeOut
Map.foldrWithKey'	2	5.09	Complete (Passed 10)
Map.foldrWithKey'	3	5.42	Complete (Passed 21)
Map.foldrWithKey	6	35.34	Complete (Passed 379)
Map.foldrWithKey'	4	5.64	Complete (Passed 56)
Map.foldrWithKey'	5	11.43	Complete (Passed 153)
Map.mapAccumWithKey	9	900.00	TimeOut
Map.foldlWithKey	2	5.21	Complete (Passed 10)
Map.foldlWithKey	3	5.04	Complete (Passed 21)
Map.foldlWithKey	4	5.59	Complete (Passed 56)
Map.foldl	7	173.91	Complete (Passed 985)
Map.foldl'	7	176.11	Complete (Passed 985)
Map.foldlWithKey	5	10.94	Complete (Passed 153)
Map.foldrWithKey'	6	36.72	Complete (Passed 379)
Map.foldlWithKey	6	37.09	Complete (Passed 379)
Map.filterWithKey	5	2429.05	TimeOut
Map.foldlWithKey'	2	4.99	Complete (Passed 10)
Map.foldlWithKey'	3	4.83	Complete (Passed 21)
Map.foldlWithKey'	4	6.08	Complete (Passed 56)
Map.foldlWithKey'	5	12.87	Complete (Passed 153)
Map.mapAccumRWithKey	9	900.01	TimeOut
Map.elems	2	5.37	Complete (Passed 10)
Map.elems	3	5.51	Complete (Passed 21)
Map.elems	4	5.66	Complete (Passed 56)
Map.foldlWithKey'	6	39.61	Complete (Passed 379)
Map.foldrWithKey	7	173.63	Complete (Passed 985)
Map.elems	5	10.63	Complete (Passed 153)
Map.elems	6	31.96	Complete (Passed 379)
Map.foldrWithKey'	7	179.21	Complete (Passed 985)
Map.foldlWithKey	7	181.53	Complete (Passed 985)
Map.mapKeysMonotonic	8	900.07	TimeOut
Map.keys	2	0.15	Complete (Passed 10)
Map.keys	3	0.26	Complete (Passed 21)
Map.keys	4	1.32	Complete (Passed 56)
Map.elems	7	139.07	Complete (Passed 985)
Map.keys	5	6.01	Complete (Passed 153)
Map.foldlWithKey'	7	187.51	Complete (Passed 985)
Map.keys	6	25.64	Complete (Passed 379)
Map.isProperSubmapOfBy	4	3488.10	TimeOut
Map.assocs	2	5.06	Complete (Passed 10)
Map.keys	7	134.07	Complete (Passed 985)
Map.assocs	3	5.87	Complete (Passed 21)
Map.assocs	4	6.62	Complete (Passed 56)
Map.foldr	8	900.00	TimeOut
Map.fromList	2	4.64	Complete (Passed 13)
Map.assocs	5	10.79	Complete (Passed 153)
Map.fromList	3	6.12	Complete (Passed 85)
Map.fromList	4	16.36	Complete (Passed 781)
Map.assocs	6	32.49	Complete (Passed 379)
Map.foldr'	8	900.02	TimeOut
Map.fromListWith	2	5.12	Complete (Passed 13)
Map.fromListWith	3	5.57	Complete (Passed 85)
Map.fromListWith	4	16.12	Complete (Passed 781)
Map.assocs	7	141.65	Complete (Passed 985)
Map.fromList	5	245.44	Complete (Passed 9331)
Map.fromListWith	5	246.95	Complete (Passed 9331)
Map.foldl	8	900.20	TimeOut
Map.foldl'	8	900.00	TimeOut
Map.fromListWithKey	2	4.72	Complete (Passed 13)
Map.toList	2	5.06	Complete (Passed 10)
Map.fromListWithKey	3	6.05	Complete (Passed 85)
Map.toList	3	5.36	Complete (Passed 21)
Map.toList	4	6.43	Complete (Passed 56)
Map.fromListWithKey	4	16.91	Complete (Passed 781)
Map.toList	5	11.23	Complete (Passed 153)
Map.toList	6	31.98	Complete (Passed 379)
Map.foldrWithKey	8	900.12	TimeOut
Map.toAscList	2	5.17	Complete (Passed 10)
Map.toAscList	3	5.41	Complete (Passed 21)
Map.toAscList	4	6.27	Complete (Passed 56)
Map.toAscList	5	11.42	Complete (Passed 153)
Map.elems	8	756.80	Complete (Passed 2662)
Map.foldrWithKey'	8	900.02	TimeOut
Map.toDescList	2	4.31	Complete (Passed 10)
Map.toAscList	6	30.63	Complete (Passed 379)
Map.toDescList	3	4.85	Complete (Passed 21)
Map.toList	7	136.82	Complete (Passed 985)
Map.toDescList	4	5.52	Complete (Passed 56)
Map.toDescList	5	10.54	Complete (Passed 153)
Map.foldlWithKey	8	900.01	TimeOut
Map.fromAscList	2	4.20	Complete (Passed 10)
Map.fromAscList	3	5.04	Complete (Passed 35)
Map.fromAscList	4	6.21	Complete (Passed 126)
Map.toDescList	6	30.25	Complete (Passed 379)
Map.fromAscList	5	10.95	Complete (Passed 462)
Map.fromListWithKey	5	240.50	Complete (Passed 9331)
Map.fromAscList	6	34.64	Complete (Passed 1716)
