Function	Depth	Time(s)	Result
Map.unionWithKey	2	5.71	Complete (Passed 100)
Map.unionWithKey	3	13.36	Complete (Passed 441)
Map.unionWith	4	148.03	Complete (Passed 3136)
Map.updateMin	8	300.00	TimeOut
Map.updateMax	8	300.00	TimeOut
Map.differenceWith	2	5.52	Complete (Passed 100)
Map.union	4	156.47	Complete (Passed 3136)
Map.updateMinWithKey	8	300.00	TimeOut
Map.differenceWithKey	2	5.45	Complete (Passed 100)
Map.difference	2	5.00	Complete (Passed 100)
Map.updateMaxWithKey	8	300.00	TimeOut
Map.intersection	2	5.63	Complete (Passed 100)
Map.differenceWith	3	15.74	Complete (Passed 441)
Map.differenceWithKey	3	16.29	Complete (Passed 441)
Map.difference	3	13.19	Complete (Passed 441)
Map.intersection	3	12.65	Complete (Passed 441)
Map.unionWithKey	4	144.20	Complete (Passed 3136)
Map.unions	3	300.00	TimeOut
Map.unionsWith	3	300.01	TimeOut
Map.intersectionWith	2	5.53	Complete (Passed 100)
Map.intersectionWithKey	2	5.57	Complete (Passed 100)
Map.intersectionWith	3	11.86	Complete (Passed 441)
Map.intersectionWithKey	3	12.12	Complete (Passed 441)
Map.difference	4	127.00	Complete (Passed 3136)
Map.maxViewWithKey	8	300.00	TimeOut
Map.intersection	4	130.18	Complete (Passed 3136)
Map.isSubmapOf	2	8.99	Complete (Passed 100)
Map.isSubmapOf	3	14.42	Complete (Passed 441)
Map.differenceWith	4	177.58	Complete (Passed 3136)
Map.minView	8	300.01	TimeOut
Map.maxView	8	300.01	TimeOut
Map.mergeWithKey	2	17.94	Complete (Passed 100)
Map.differenceWithKey	4	221.56	Complete (Passed 3136)
Map.intersectionWith	4	127.09	Complete (Passed 3136)
Map.intersectionWithKey	4	127.04	Complete (Passed 3136)
Map.unionWith	5	300.04	TimeOut
Map.isSubmapOf	4	125.02	Complete (Passed 3136)
Map.union	5	300.00	TimeOut
Map.isProperSubmapOf	2	10.69	Complete (Passed 100)
Map.isProperSubmapOf	3	15.83	Complete (Passed 441)
Map.isProperSubmapOfBy	2	59.94	Complete (Passed 100)
Map.isSubmapOfBy	2	179.15	Complete (Passed 100)
Map.mergeWithKey	3	160.43	Complete (Passed 441)
Map.unionWithKey	5	300.02	TimeOut
Map.isProperSubmapOf	4	125.16	Complete (Passed 3136)
Map.difference	5	300.01	TimeOut
Map.intersection	5	300.01	TimeOut
Map.filter	2	49.32	Complete (Passed 10)
Map.partition	2	17.17	Complete (Passed 10)
Map.partition	3	17.39	Complete (Passed 21)
Map.differenceWith	5	300.01	TimeOut
Map.partition	4	17.42	Complete (Passed 56)
Map.partitionWithKey	2	15.06	Complete (Passed 10)
Map.filterWithKey	2	70.54	Complete (Passed 10)
Map.partitionWithKey	3	16.86	Complete (Passed 21)
Map.partition	5	23.79	Complete (Passed 153)
Map.differenceWithKey	5	300.01	TimeOut
Map.partitionWithKey	4	18.38	Complete (Passed 56)
Map.filter	3	88.61	Complete (Passed 21)
Map.mapMaybe	2	8.42	Complete (Passed 10)
Map.intersectionWith	5	300.00	TimeOut
Map.intersectionWithKey	5	300.00	TimeOut
Map.mapMaybe	3	8.69	Complete (Passed 21)
Map.mapMaybeWithKey	2	8.42	Complete (Passed 10)
Map.mapMaybe	4	9.12	Complete (Passed 56)
Map.mapMaybeWithKey	3	8.05	Complete (Passed 21)
Map.partitionWithKey	5	27.13	Complete (Passed 153)
Map.mapEither	2	16.05	Complete (Passed 10)
Map.partition	6	47.72	Complete (Passed 379)
Map.mapMaybeWithKey	4	9.85	Complete (Passed 56)
Map.mapMaybe	5	14.40	Complete (Passed 153)
Map.mapEither	3	16.53	Complete (Passed 21)
Map.isSubmapOf	5	300.01	TimeOut
Map.mapMaybeWithKey	5	20.06	Complete (Passed 153)
Map.mapEither	4	18.27	Complete (Passed 56)
Map.mapEitherWithKey	2	16.51	Complete (Passed 10)
Map.mapMaybe	6	38.82	Complete (Passed 379)
Map.mapEither	5	23.83	Complete (Passed 153)
Map.mapEitherWithKey	3	18.24	Complete (Passed 21)
Map.partitionWithKey	6	74.66	Complete (Passed 379)
Map.mapEitherWithKey	4	18.78	Complete (Passed 56)
Map.mapMaybeWithKey	6	62.80	Complete (Passed 379)
Map.isProperSubmapOfBy	3	312.92	TimeOut
Map.map	2	4.68	Complete (Passed 10)
Map.mapEither	6	49.57	Complete (Passed 379)
Map.mapEitherWithKey	5	29.94	Complete (Passed 153)
Map.map	3	4.64	Complete (Passed 21)
Map.map	4	5.12	Complete (Passed 56)
Map.filterWithKey	3	171.63	Complete (Passed 21)
Map.mergeWithKey	4	300.02	TimeOut
Map.mapWithKey	2	3.79	Complete (Passed 10)
Map.map	5	9.88	Complete (Passed 153)
Map.mapWithKey	3	4.69	Complete (Passed 21)
Map.mapWithKey	4	6.09	Complete (Passed 56)
Map.mapWithKey	5	11.53	Complete (Passed 153)
Map.map	6	31.78	Complete (Passed 379)
Map.isProperSubmapOf	5	300.02	TimeOut
Map.mapAccum	2	4.27	Complete (Passed 10)
Map.mapWithKey	6	31.87	Complete (Passed 379)
Map.mapAccum	3	5.00	Complete (Passed 21)
Map.mapAccum	4	6.09	Complete (Passed 56)
Map.partition	7	189.03	Complete (Passed 985)
Map.mapEitherWithKey	6	88.40	Complete (Passed 379)
Map.mapAccum	5	11.30	Complete (Passed 153)
Map.filter	4	239.78	Complete (Passed 56)
Map.mapMaybe	7	170.19	Complete (Passed 985)
Map.mapAccum	6	29.57	Complete (Passed 379)
Map.map	7	137.30	Complete (Passed 985)
Map.mapEither	7	198.83	Complete (Passed 985)
Map.mapWithKey	7	134.33	Complete (Passed 985)
Map.mapAccum	7	137.95	Complete (Passed 985)
Map.partitionWithKey	7	300.01	TimeOut
Map.mapAccumWithKey	2	4.23	Complete (Passed 10)
Map.mapAccumWithKey	3	4.58	Complete (Passed 21)
Map.mapAccumWithKey	4	5.74	Complete (Passed 56)
Map.mapMaybeWithKey	7	300.06	TimeOut
Map.mapAccumRWithKey	2	4.19	Complete (Passed 10)
Map.mapAccumWithKey	5	10.91	Complete (Passed 153)
Map.mapAccumRWithKey	3	4.54	Complete (Passed 21)
Map.mapAccumRWithKey	4	5.66	Complete (Passed 56)
Map.mapAccumRWithKey	5	10.82	Complete (Passed 153)
Map.mapAccumWithKey	6	30.39	Complete (Passed 379)
Map.mapAccumRWithKey	6	32.56	Complete (Passed 379)
Map.partition	8	300.05	TimeOut
Map.mapEitherWithKey	7	300.00	TimeOut
Map.mapKeys	2	4.31	Complete (Passed 10)
Map.mapKeysWith	2	4.39	Complete (Passed 10)
Map.mapKeys	3	4.80	Complete (Passed 21)
Map.mapKeysWith	3	4.57	Complete (Passed 21)
Map.isSubmapOfBy	3	700.58	TimeOut
Map.mapKeys	4	6.02	Complete (Passed 56)
Map.mapKeysWith	4	6.29	Complete (Passed 56)
Map.mapKeysMonotonic	2	4.83	Complete (Passed 10)
Map.mapMaybe	8	300.00	TimeOut
Map.mapKeysMonotonic	3	4.31	Complete (Passed 21)
Map.foldr	2	4.64	Complete (Passed 10)
Map.mapKeysMonotonic	4	6.64	Complete (Passed 56)
Map.foldr	3	4.80	Complete (Passed 21)
Map.mapKeys	5	16.10	Complete (Passed 153)
Map.mapKeysWith	5	15.57	Complete (Passed 153)
Map.foldr	4	5.53	Complete (Passed 56)
Map.foldr	5	10.67	Complete (Passed 153)
Map.mapKeysMonotonic	5	16.92	Complete (Passed 153)
Map.mapAccumWithKey	7	135.26	Complete (Passed 985)
Map.foldr	6	38.22	Complete (Passed 379)
Map.mapAccumRWithKey	7	135.23	Complete (Passed 985)
Map.mapKeys	6	66.03	Complete (Passed 379)
Map.mapKeysWith	6	66.05	Complete (Passed 379)
Map.map	8	300.00	TimeOut
Map.foldr'	2	4.28	Complete (Passed 10)
Map.foldr'	3	5.05	Complete (Passed 21)
Map.mapEither	8	300.18	TimeOut
Map.foldr'	4	5.84	Complete (Passed 56)
Map.mapWithKey	8	300.00	TimeOut
Map.foldl	2	4.61	Complete (Passed 10)
Map.foldl'	2	4.58	Complete (Passed 10)
Map.mapKeysMonotonic	6	72.11	Complete (Passed 379)
Map.foldl	3	4.76	Complete (Passed 21)
Map.foldl'	3	3.93	Complete (Passed 21)
Map.foldr'	5	10.86	Complete (Passed 153)
Map.foldl	4	5.74	Complete (Passed 56)
Map.foldl'	4	6.20	Complete (Passed 56)
Map.foldl	5	11.48	Complete (Passed 153)
Map.foldl'	5	11.68	Complete (Passed 153)
Map.foldr'	6	37.70	Complete (Passed 379)
Map.mapAccum	8	300.01	TimeOut
Map.foldrWithKey	2	5.04	Complete (Passed 10)
Map.foldl	6	38.34	Complete (Passed 379)
Map.foldl'	6	38.87	Complete (Passed 379)
Map.foldrWithKey	3	4.99	Complete (Passed 21)
Map.foldrWithKey	4	5.42	Complete (Passed 56)
Map.foldrWithKey	5	12.17	Complete (Passed 153)
Map.foldrWithKey	6	40.02	Complete (Passed 379)
Map.foldr	7	182.47	Complete (Passed 985)
Map.filterWithKey	4	686.23	TimeOut
Map.foldrWithKey'	2	5.19	Complete (Passed 10)
Map.foldrWithKey'	3	5.53	Complete (Passed 21)
Map.foldrWithKey'	4	6.13	Complete (Passed 56)
Map.foldrWithKey'	5	12.33	Complete (Passed 153)
Map.foldr'	7	190.79	Complete (Passed 985)
Map.foldl	7	190.11	Complete (Passed 985)
Map.mapAccumWithKey	8	300.00	TimeOut
Map.foldl'	7	189.06	Complete (Passed 985)
Map.foldlWithKey	2	4.96	Complete (Passed 10)
Map.foldrWithKey'	6	39.21	Complete (Passed 379)
Map.foldlWithKey	3	4.75	Complete (Passed 21)
Map.foldlWithKey	4	6.27	Complete (Passed 56)
Map.mapAccumRWithKey	8	300.01	TimeOut
Map.foldlWithKey'	2	4.37	Complete (Passed 10)
Map.foldlWithKey	5	12.09	Complete (Passed 153)
Map.foldlWithKey'	3	4.88	Complete (Passed 21)
Map.mapKeys	7	300.11	TimeOut
Map.mapKeysWith	7	300.07	TimeOut
Map.keys	2	0.16	Complete (Passed 10)
Map.keys	3	0.31	Complete (Passed 21)
Map.keys	4	1.32	Complete (Passed 56)
Map.elems	2	4.42	Complete (Passed 10)
Map.foldlWithKey'	4	6.65	Complete (Passed 56)
Map.keys	5	5.97	Complete (Passed 153)
Map.elems	3	5.52	Complete (Passed 21)
Map.elems	4	5.71	Complete (Passed 56)
Map.foldlWithKey'	5	12.04	Complete (Passed 153)
Map.filter	5	702.20	TimeOut
Map.mapKeysMonotonic	7	300.00	TimeOut
Map.foldrWithKey	7	185.26	Complete (Passed 985)
Map.assocs	2	4.71	Complete (Passed 10)
Map.elems	5	10.28	Complete (Passed 153)
Map.fromList	2	4.88	Complete (Passed 13)
Map.assocs	3	4.92	Complete (Passed 21)
Map.fromList	3	6.06	Complete (Passed 85)
Map.keys	6	25.65	Complete (Passed 379)
Map.foldlWithKey	6	37.73	Complete (Passed 379)
Map.assocs	4	6.23	Complete (Passed 56)
Map.assocs	5	10.29	Complete (Passed 153)
Map.fromList	4	15.94	Complete (Passed 781)
Map.elems	6	29.31	Complete (Passed 379)
Map.foldlWithKey'	6	37.95	Complete (Passed 379)
Map.assocs	6	30.29	Complete (Passed 379)
Map.foldrWithKey'	7	177.15	Complete (Passed 985)
Map.keys	7	124.90	Complete (Passed 985)
Map.foldr	8	300.01	TimeOut
Map.fromListWith	2	4.50	Complete (Passed 13)
Map.fromListWith	3	5.46	Complete (Passed 85)
Map.elems	7	128.59	Complete (Passed 985)
Map.fromListWith	4	15.04	Complete (Passed 781)
Map.assocs	7	133.46	Complete (Passed 985)
Map.foldlWithKey	7	178.90	Complete (Passed 985)
Map.foldlWithKey'	7	179.32	Complete (Passed 985)
Map.foldr'	8	300.02	TimeOut
Map.fromListWithKey	2	4.70	Complete (Passed 13)
Map.fromListWithKey	3	5.18	Complete (Passed 85)
Map.foldl	8	300.23	TimeOut
Map.foldl'	8	300.00	TimeOut
Map.toList	2	4.82	Complete (Passed 10)
Map.toAscList	2	4.76	Complete (Passed 10)
Map.toList	3	4.99	Complete (Passed 21)
Map.fromList	5	230.43	Complete (Passed 9331)
Map.fromListWithKey	4	15.79	Complete (Passed 781)
Map.toAscList	3	5.07	Complete (Passed 21)
Map.toList	4	5.64	Complete (Passed 56)
Map.toAscList	4	5.52	Complete (Passed 56)
Map.toList	5	9.43	Complete (Passed 153)
Map.toAscList	5	10.01	Complete (Passed 153)
Map.toList	6	28.59	Complete (Passed 379)
Map.foldrWithKey	8	300.00	TimeOut
Map.toAscList	6	28.85	Complete (Passed 379)
Map.toDescList	2	4.57	Complete (Passed 10)
Map.toDescList	3	4.68	Complete (Passed 21)
Map.toDescList	4	5.34	Complete (Passed 56)
Map.toDescList	5	9.51	Complete (Passed 153)
Map.toDescList	6	28.75	Complete (Passed 379)
Map.fromListWith	5	227.86	Complete (Passed 9331)
Map.toList	7	130.21	Complete (Passed 985)
Map.foldrWithKey'	8	300.00	TimeOut
Map.toAscList	7	129.46	Complete (Passed 985)
Map.fromAscList	2	4.55	Complete (Passed 10)
Map.keys	8	300.00	TimeOut
Map.fromAscList	3	4.19	Complete (Passed 35)
Map.fromAscListWith	2	4.22	Complete (Passed 10)
Map.fromAscListWith	3	4.68	Complete (Passed 35)
Map.fromAscList	4	5.88	Complete (Passed 126)
Map.fromAscListWith	4	5.79	Complete (Passed 126)
Map.fromAscList	5	10.41	Complete (Passed 462)
Map.elems	8	300.01	TimeOut
Map.fromAscListWith	5	10.42	Complete (Passed 462)
Map.fromAscListWithKey	2	4.67	Complete (Passed 10)
Map.fromAscListWithKey	3	4.57	Complete (Passed 35)
Map.fromAscListWithKey	4	5.39	Complete (Passed 126)
Map.fromListWithKey	5	223.07	Complete (Passed 9331)
Map.fromAscListWithKey	5	10.52	Complete (Passed 462)
Map.toDescList	7	130.78	Complete (Passed 985)
Map.assocs	8	300.00	TimeOut
Map.fromAscList	6	34.03	Complete (Passed 1716)
Map.foldlWithKey	8	300.00	TimeOut
Map.fromDistinctAscList	2	4.57	Complete (Passed 7)
Map.fromAscListWith	6	33.99	Complete (Passed 1716)
Map.fromDistinctAscList	3	4.21	Complete (Passed 15)
Map.split	2	4.79	Complete (Passed 30)
Map.fromDistinctAscList	4	4.34	Complete (Passed 31)
Map.split	3	5.07	Complete (Passed 84)
Map.fromDistinctAscList	5	5.24	Complete (Passed 63)
Map.fromDistinctAscList	6	5.80	Complete (Passed 127)
Map.split	4	10.35	Complete (Passed 280)
Map.foldlWithKey'	8	300.17	TimeOut
Map.splitLookup	2	4.51	Complete (Passed 30)
Map.fromAscListWithKey	6	32.69	Complete (Passed 1716)
Map.fromDistinctAscList	7	8.68	Complete (Passed 255)
Map.splitLookup	3	5.44	Complete (Passed 84)
Map.splitLookup	4	8.80	Complete (Passed 280)
Map.fromDistinctAscList	8	13.67	Complete (Passed 511)
Map.split	5	36.40	Complete (Passed 918)
Map.fromList	6	300.01	TimeOut
