Function	Depth	Time(s)	Result
Map.lookupIndex	3	0.54	Complete (Passed 84)
Map.lookupIndex	4	3.02	Complete (Passed 280)
Map.updateWithKey	5	34.60	Complete (Passed 918)
Map.alter	5	36.16	Complete (Passed 918)
Map.adjust	6	60.00	TimeOut
Map.elemAt	2	3.08	Complete (Passed 50)
Map.updateLookupWithKey	5	33.96	Complete (Passed 918)
Map.elemAt	3	3.68	Complete (Passed 147)
Map.lookupIndex	5	18.64	Complete (Passed 918)
Map.elemAt	4	8.55	Complete (Passed 504)
Map.adjustWithKey	6	60.01	TimeOut
Map.findIndex	6	60.00	TimeOut
Map.updateAt	2	5.81	Complete (Passed 50)
Map.deleteAt	2	3.40	Complete (Passed 50)
Map.deleteAt	3	4.04	Complete (Passed 147)
Map.updateAt	3	6.72	Complete (Passed 147)
Map.update	6	60.00	TimeOut
Map.deleteAt	4	8.55	Complete (Passed 504)
Map.findMin	2	3.05	Complete (Passed 10)
Map.findMin	3	2.87	Complete (Passed 21)
Map.elemAt	5	36.42	Complete (Passed 1683)
Map.updateAt	4	12.96	Complete (Passed 504)
Map.updateWithKey	6	60.00	TimeOut
Map.findMin	4	3.92	Complete (Passed 56)
Map.alter	6	60.04	TimeOut
Map.findMax	2	3.65	Complete (Passed 10)
Map.deleteMin	2	3.36	Complete (Passed 10)
Map.findMax	3	3.52	Complete (Passed 21)
Map.findMin	5	6.92	Complete (Passed 153)
Map.updateLookupWithKey	6	60.00	TimeOut
Map.deleteMin	3	3.54	Complete (Passed 21)
Map.findMax	4	4.30	Complete (Passed 56)
Map.deleteMax	2	3.19	Complete (Passed 10)
Map.lookupIndex	6	60.00	TimeOut
Map.deleteMin	4	3.82	Complete (Passed 56)
Map.deleteMax	3	3.83	Complete (Passed 21)
Map.findMax	5	6.97	Complete (Passed 153)
Map.updateMin	2	6.93	Complete (Passed 10)
Map.deleteMax	4	4.48	Complete (Passed 56)
Map.deleteMin	5	7.91	Complete (Passed 153)
Map.updateMin	3	6.94	Complete (Passed 21)
Map.findMin	6	19.94	Complete (Passed 379)
Map.deleteMax	5	7.54	Complete (Passed 153)
Map.updateMin	4	7.41	Complete (Passed 56)
Map.deleteAt	5	42.47	Complete (Passed 1683)
Map.findMax	6	19.42	Complete (Passed 379)
Map.deleteMin	6	20.33	Complete (Passed 379)
Map.updateMin	5	11.01	Complete (Passed 153)
Map.deleteMax	6	20.30	Complete (Passed 379)
Map.updateAt	5	53.61	Complete (Passed 1683)
Map.elemAt	6	60.00	TimeOut
Map.updateMax	2	6.19	Complete (Passed 10)
Map.updateMax	3	7.81	Complete (Passed 21)
Map.updateMax	4	7.22	Complete (Passed 56)
Map.updateMin	6	33.25	Complete (Passed 379)
Map.findMin	7	60.01	TimeOut
Map.updateMax	5	12.80	Complete (Passed 153)
Map.updateMinWithKey	2	6.54	Complete (Passed 10)
Map.deleteAt	6	60.00	TimeOut
Map.findMax	7	60.18	TimeOut
Map.minViewWithKey	2	3.73	Complete (Passed 10)
Map.deleteMin	7	60.00	TimeOut
Map.updateMinWithKey	3	8.00	Complete (Passed 21)
Map.updateMaxWithKey	2	7.91	Complete (Passed 10)
Map.minViewWithKey	3	3.58	Complete (Passed 21)
Map.maxViewWithKey	2	3.79	Complete (Passed 10)
Map.deleteMax	7	60.01	TimeOut
Map.maxViewWithKey	3	3.94	Complete (Passed 21)
Map.minViewWithKey	4	4.84	Complete (Passed 56)
Map.updateMinWithKey	4	8.51	Complete (Passed 56)
Map.updateMaxWithKey	3	7.43	Complete (Passed 21)
Map.minView	2	3.74	Complete (Passed 10)
Map.updateAt	6	60.01	TimeOut
Map.maxViewWithKey	4	4.83	Complete (Passed 56)
Map.minView	3	3.81	Complete (Passed 21)
Map.maxView	2	3.49	Complete (Passed 10)
Map.minViewWithKey	5	8.29	Complete (Passed 153)
Map.updateMaxWithKey	4	7.74	Complete (Passed 56)
Map.minView	4	4.12	Complete (Passed 56)
Map.maxView	3	3.45	Complete (Passed 21)
Map.maxViewWithKey	5	7.92	Complete (Passed 153)
Map.updateMinWithKey	5	13.12	Complete (Passed 153)
Map.maxView	4	4.30	Complete (Passed 56)
Map.updateMax	6	34.73	Complete (Passed 379)
Map.minView	5	7.70	Complete (Passed 153)
Map.maxView	5	7.35	Complete (Passed 153)
Map.updateMaxWithKey	5	12.68	Complete (Passed 153)
Map.updateMin	7	60.02	TimeOut
Map.minViewWithKey	6	21.82	Complete (Passed 379)
Map.unions	2	4.39	Complete (Passed 111)
Map.maxViewWithKey	6	22.21	Complete (Passed 379)
Map.minView	6	22.03	Complete (Passed 379)
Map.maxView	6	21.66	Complete (Passed 379)
Map.updateMinWithKey	6	32.34	Complete (Passed 379)
Map.updateMaxWithKey	6	31.35	Complete (Passed 379)
Map.updateMax	7	60.02	TimeOut
Map.unionsWith	2	4.95	Complete (Passed 111)
Map.minViewWithKey	7	60.01	TimeOut
Map.unions	3	60.00	TimeOut
Map.union	2	4.22	Complete (Passed 100)
Map.maxViewWithKey	7	60.00	TimeOut
Map.unionWith	2	4.13	Complete (Passed 100)
Map.unionWithKey	2	4.27	Complete (Passed 100)
Map.minView	7	60.00	TimeOut
Map.maxView	7	60.01	TimeOut
Map.difference	2	4.71	Complete (Passed 100)
Map.union	3	11.88	Complete (Passed 441)
Map.updateMinWithKey	7	60.10	TimeOut
Map.differenceWith	2	4.66	Complete (Passed 100)
Map.unionWith	3	11.51	Complete (Passed 441)
Map.unionWithKey	3	11.76	Complete (Passed 441)
Map.differenceWithKey	2	4.89	Complete (Passed 100)
Map.updateMaxWithKey	7	60.00	TimeOut
Map.difference	3	9.89	Complete (Passed 441)
Map.intersection	2	4.16	Complete (Passed 100)
Map.differenceWith	3	12.09	Complete (Passed 441)
Map.differenceWithKey	3	12.58	Complete (Passed 441)
Map.intersection	3	9.31	Complete (Passed 441)
Map.unionsWith	3	60.01	TimeOut
Map.intersectionWith	2	4.12	Complete (Passed 100)
Map.intersectionWith	3	7.53	Complete (Passed 441)
Map.union	4	60.01	TimeOut
Map.unionWith	4	60.00	TimeOut
Map.intersectionWithKey	2	3.43	Complete (Passed 100)
Map.unionWithKey	4	60.00	TimeOut
Map.isSubmapOf	2	6.78	Complete (Passed 100)
Map.intersectionWithKey	3	8.80	Complete (Passed 441)
Map.differenceWith	4	60.00	TimeOut
Map.mergeWithKey	2	12.81	Complete (Passed 100)
Map.differenceWithKey	4	60.03	TimeOut
Map.intersection	4	60.00	TimeOut
Map.isSubmapOf	3	12.13	Complete (Passed 441)
Map.isProperSubmapOf	2	7.87	Complete (Passed 100)
Map.isProperSubmapOf	3	13.01	Complete (Passed 441)
Map.difference	4	92.66	TimeOut
Map.intersectionWith	4	60.00	TimeOut
Map.isProperSubmapOfBy	2	50.88	Complete (Passed 100)
Map.intersectionWithKey	4	60.00	TimeOut
Map.filter	2	40.64	Complete (Passed 10)
Map.isSubmapOf	4	60.00	TimeOut
Map.partition	2	15.47	Complete (Passed 10)
Map.partitionWithKey	2	14.89	Complete (Passed 10)
Map.isProperSubmapOf	4	60.00	TimeOut
Map.partition	3	15.66	Complete (Passed 21)
Map.mapMaybe	2	7.52	Complete (Passed 10)
Map.filterWithKey	2	60.02	TimeOut
Map.partitionWithKey	3	15.74	Complete (Passed 21)
Map.mapMaybeWithKey	2	7.66	Complete (Passed 10)
Map.mapMaybe	3	8.03	Complete (Passed 21)
Map.partition	4	16.66	Complete (Passed 56)
Map.mapMaybeWithKey	3	7.97	Complete (Passed 21)
Map.mapMaybe	4	8.85	Complete (Passed 56)
Map.mapMaybeWithKey	4	8.94	Complete (Passed 56)
Map.partitionWithKey	4	17.20	Complete (Passed 56)
Map.mapMaybe	5	13.78	Complete (Passed 153)
Map.partition	5	21.52	Complete (Passed 153)
Map.mergeWithKey	3	127.49	TimeOut
Map.mapMaybeWithKey	5	18.85	Complete (Passed 153)
Map.partitionWithKey	5	26.00	Complete (Passed 153)
Map.mapEither	2	16.16	Complete (Passed 10)
Map.isSubmapOfBy	2	150.52	TimeOut
Map.filter	3	83.28	TimeOut
Map.map	2	3.67	Complete (Passed 10)
Map.mapMaybe	6	35.37	Complete (Passed 379)
Map.map	3	4.41	Complete (Passed 21)
Map.mapEither	3	15.80	Complete (Passed 21)
Map.map	4	4.71	Complete (Passed 56)
Map.mapEitherWithKey	2	14.54	Complete (Passed 10)
Map.map	5	8.73	Complete (Passed 153)
Map.partition	6	45.60	Complete (Passed 379)
Map.mapEither	4	16.62	Complete (Passed 56)
Map.mapEitherWithKey	3	15.15	Complete (Passed 21)
Map.mapMaybeWithKey	6	60.02	TimeOut
Map.mapEitherWithKey	4	16.87	Complete (Passed 56)
Map.map	6	24.95	Complete (Passed 379)
Map.mapEither	5	20.60	Complete (Passed 153)
Map.mapWithKey	2	3.94	Complete (Passed 10)
Map.partitionWithKey	6	60.04	TimeOut
Map.mapWithKey	3	4.07	Complete (Passed 21)
Map.mapAccum	2	4.01	Complete (Passed 10)
Map.mapWithKey	4	4.95	Complete (Passed 56)
Map.mapAccum	3	4.38	Complete (Passed 21)
Map.mapAccum	4	4.18	Complete (Passed 56)
Map.mapWithKey	5	8.23	Complete (Passed 153)
Map.mapMaybe	7	60.00	TimeOut
Map.mapAccumWithKey	2	3.60	Complete (Passed 10)
Map.mapEitherWithKey	5	26.34	Complete (Passed 153)
Map.mapAccum	5	8.10	Complete (Passed 153)
Map.mapAccumWithKey	3	3.78	Complete (Passed 21)
Map.mapAccumWithKey	4	4.32	Complete (Passed 56)
Map.partition	7	60.28	TimeOut
Map.mapAccumRWithKey	2	3.43	Complete (Passed 10)
Map.mapAccumWithKey	5	7.78	Complete (Passed 153)
Map.mapAccumRWithKey	3	3.75	Complete (Passed 21)
Map.mapEither	6	42.82	Complete (Passed 379)
Map.mapWithKey	6	23.93	Complete (Passed 379)
Map.mapAccumRWithKey	4	4.70	Complete (Passed 56)
Map.mapAccum	6	23.79	Complete (Passed 379)
Map.mapAccumRWithKey	5	8.35	Complete (Passed 153)
Map.map	7	60.00	TimeOut
Map.mapKeys	2	3.61	Complete (Passed 10)
Map.mapAccumWithKey	6	24.32	Complete (Passed 379)
Map.mapKeys	3	3.87	Complete (Passed 21)
Map.mapKeys	4	4.88	Complete (Passed 56)
Map.mapAccumRWithKey	6	24.85	Complete (Passed 379)
Map.mapEitherWithKey	6	60.01	TimeOut
Map.mapKeys	5	14.36	Complete (Passed 153)
Map.mapKeysWith	2	3.94	Complete (Passed 10)
Map.mapKeysWith	3	3.51	Complete (Passed 21)
Map.mapKeysWith	4	5.68	Complete (Passed 56)
Map.mapWithKey	7	60.00	TimeOut
Map.mapEither	7	60.14	TimeOut
Map.foldr	2	3.61	Complete (Passed 10)
Map.mapKeysMonotonic	2	4.14	Complete (Passed 10)
Map.mapAccum	7	60.00	TimeOut
Map.foldr	3	4.62	Complete (Passed 21)
Map.mapKeysMonotonic	3	4.62	Complete (Passed 21)
Map.mapKeysWith	5	13.56	Complete (Passed 153)
Map.foldr'	2	3.97	Complete (Passed 10)
Map.foldr	4	4.66	Complete (Passed 56)
Map.foldr'	3	3.60	Complete (Passed 21)
Map.mapKeysMonotonic	4	5.43	Complete (Passed 56)
Map.foldr'	4	4.23	Complete (Passed 56)
Map.foldr	5	8.12	Complete (Passed 153)
Map.mapAccumWithKey	7	60.00	TimeOut
Map.foldl	2	3.74	Complete (Passed 10)
Map.foldr'	5	8.27	Complete (Passed 153)
Map.isProperSubmapOfBy	3	270.52	TimeOut
Map.mapKeysMonotonic	5	13.52	Complete (Passed 153)
Map.foldl	3	3.51	Complete (Passed 21)
Map.foldl'	2	4.01	Complete (Passed 10)
Map.foldl	4	4.62	Complete (Passed 56)
Map.foldl'	3	3.44	Complete (Passed 21)
Map.mapAccumRWithKey	7	60.00	TimeOut
Map.mapKeys	6	54.91	Complete (Passed 379)
Map.foldl'	4	4.24	Complete (Passed 56)
Map.foldrWithKey	2	3.51	Complete (Passed 10)
Map.foldl	5	8.33	Complete (Passed 153)
Map.foldrWithKey	3	3.54	Complete (Passed 21)
Map.foldl'	5	8.82	Complete (Passed 153)
Map.foldrWithKey	4	4.07	Complete (Passed 56)
Map.foldr	6	27.99	Complete (Passed 379)
Map.foldr'	6	27.90	Complete (Passed 379)
Map.foldrWithKey	5	8.64	Complete (Passed 153)
Map.mapKeysWith	6	52.99	Complete (Passed 379)
Map.foldl	6	28.44	Complete (Passed 379)
Map.foldl'	6	26.50	Complete (Passed 379)
Map.mapKeysMonotonic	6	55.89	Complete (Passed 379)
Map.foldrWithKey	6	26.53	Complete (Passed 379)
Map.mapKeys	7	60.15	TimeOut
Map.foldrWithKey'	2	2.93	Complete (Passed 10)
Map.foldrWithKey'	3	3.28	Complete (Passed 21)
Map.foldrWithKey'	4	4.53	Complete (Passed 56)
Map.foldr	7	60.11	TimeOut
Map.foldlWithKey	2	3.60	Complete (Passed 10)
Map.foldr'	7	60.00	TimeOut
Map.foldlWithKey	3	3.73	Complete (Passed 21)
Map.foldrWithKey'	5	8.74	Complete (Passed 153)
Map.foldlWithKey'	2	3.52	Complete (Passed 10)
Map.foldlWithKey	4	5.38	Complete (Passed 56)
Map.mapKeysWith	7	60.09	TimeOut
Map.foldlWithKey'	3	5.04	Complete (Passed 21)
Map.elems	2	3.83	Complete (Passed 10)
Map.foldlWithKey'	4	4.45	Complete (Passed 56)
Map.elems	3	3.55	Complete (Passed 21)
Map.foldl	7	60.07	TimeOut
Map.keys	2	0.13	Complete (Passed 10)
Map.keys	3	0.23	Complete (Passed 21)
Map.keys	4	0.91	Complete (Passed 56)
Map.foldlWithKey	5	9.07	Complete (Passed 153)
Map.foldl'	7	60.00	TimeOut
Map.elems	4	4.37	Complete (Passed 56)
Map.keys	5	4.06	Complete (Passed 153)
Map.foldlWithKey'	5	8.64	Complete (Passed 153)
Map.assocs	2	3.38	Complete (Passed 10)
Map.assocs	3	3.81	Complete (Passed 21)
Map.elems	5	7.89	Complete (Passed 153)
Map.mapKeysMonotonic	7	60.01	TimeOut
Map.foldrWithKey	7	60.09	TimeOut
Map.foldrWithKey'	6	27.99	Complete (Passed 379)
Map.assocs	4	4.90	Complete (Passed 56)
Map.fromList	2	3.84	Complete (Passed 13)
Map.fromListWith	2	3.84	Complete (Passed 13)
Map.fromList	3	3.85	Complete (Passed 85)
Map.fromListWith	3	3.63	Complete (Passed 85)
Map.keys	6	17.88	Complete (Passed 379)
Map.assocs	5	7.65	Complete (Passed 153)
Map.foldlWithKey	6	26.83	Complete (Passed 379)
Map.fromListWith	4	10.06	Complete (Passed 781)
Map.fromList	4	10.79	Complete (Passed 781)
Map.elems	6	21.95	Complete (Passed 379)
Map.foldlWithKey'	6	27.97	Complete (Passed 379)
Map.assocs	6	22.02	Complete (Passed 379)
Map.foldrWithKey'	7	60.01	TimeOut
Map.fromListWithKey	2	2.95	Complete (Passed 13)
Map.fromListWithKey	3	3.72	Complete (Passed 85)
Map.keys	7	60.00	TimeOut
Map.toList	2	3.92	Complete (Passed 10)
Map.foldlWithKey	7	60.13	TimeOut
Map.toList	3	3.58	Complete (Passed 21)
Map.fromListWith	5	60.01	TimeOut
Map.toAscList	2	3.32	Complete (Passed 10)
Map.fromList	5	60.00	TimeOut
Map.elems	7	60.00	TimeOut
Map.foldlWithKey'	7	60.09	TimeOut
Map.fromListWithKey	4	12.11	Complete (Passed 781)
Map.toList	4	4.47	Complete (Passed 56)
Map.toDescList	2	3.71	Complete (Passed 10)
Map.toAscList	3	4.16	Complete (Passed 21)
Map.fromAscList	2	3.85	Complete (Passed 10)
Map.fromAscListWith	2	3.67	Complete (Passed 10)
Map.fromAscListWithKey	2	3.61	Complete (Passed 10)
Map.toDescList	3	4.20	Complete (Passed 21)
Map.fromAscList	3	3.90	Complete (Passed 35)
Map.toAscList	4	4.22	Complete (Passed 56)
Map.fromAscListWith	3	3.93	Complete (Passed 35)
Map.fromAscListWithKey	3	3.99	Complete (Passed 35)
Map.toList	5	7.82	Complete (Passed 153)
Map.toDescList	4	4.81	Complete (Passed 56)
Map.fromAscList	4	4.96	Complete (Passed 126)
Map.assocs	7	60.16	TimeOut
Map.fromAscListWith	4	4.62	Complete (Passed 126)
Map.fromAscListWithKey	4	4.91	Complete (Passed 126)
Map.toAscList	5	8.29	Complete (Passed 153)
Map.fromDistinctAscList	2	3.85	Complete (Passed 7)
Map.toDescList	5	7.72	Complete (Passed 153)
Map.fromAscList	5	7.88	Complete (Passed 462)
Map.fromDistinctAscList	3	3.16	Complete (Passed 15)
Map.fromAscListWith	5	8.04	Complete (Passed 462)
Map.fromAscListWithKey	5	8.24	Complete (Passed 462)
Map.fromDistinctAscList	4	3.82	Complete (Passed 31)
Map.fromDistinctAscList	5	3.72	Complete (Passed 63)
Map.fromDistinctAscList	6	3.68	Complete (Passed 127)
Map.toList	6	22.22	Complete (Passed 379)
Map.toAscList	6	20.46	Complete (Passed 379)
Map.fromDistinctAscList	7	5.54	Complete (Passed 255)
Map.toDescList	6	20.92	Complete (Passed 379)
Map.fromAscList	6	22.91	Complete (Passed 1716)
Map.fromAscListWith	6	22.12	Complete (Passed 1716)
Map.fromAscListWithKey	6	21.68	Complete (Passed 1716)
Map.fromDistinctAscList	8	10.42	Complete (Passed 511)
Map.fromListWithKey	5	60.01	TimeOut
Map.split	2	4.12	Complete (Passed 30)
Map.fromDistinctAscList	9	20.04	Complete (Passed 1023)
Map.split	3	4.17	Complete (Passed 84)
Map.split	4	7.42	Complete (Passed 280)
Map.toList	7	60.02	TimeOut
Map.splitLookup	2	3.32	Complete (Passed 30)
Map.toAscList	7	60.00	TimeOut
Map.splitLookup	3	3.53	Complete (Passed 84)
Map.toDescList	7	60.00	TimeOut
Map.split	5	25.18	Complete (Passed 918)
Map.fromAscList	7	60.00	TimeOut
Map.fromAscListWith	7	60.00	TimeOut
Map.fromAscListWithKey	7	60.09	TimeOut
Map.splitLookup	4	6.17	Complete (Passed 280)
Map.fromDistinctAscList	10	40.05	Complete (Passed 2047)
Map.splitLookup	5	18.07	Complete (Passed 918)
Map.split	6	60.04	TimeOut
Map.fromDistinctAscList	11	60.01	TimeOut
Map.splitLookup	6	60.02	TimeOut
