Function	Depth	Time(s)	Result
Map.elems	8	600.01	TimeOut
Map.fromAscListWithKey	4	6.60	Complete (Passed 126)
Map.fromAscListWith	6	35.81	Complete (Passed 1716)
Map.split	2	4.87	Complete (Passed 30)
Map.split	3	5.27	Complete (Passed 84)
Map.fromAscListWithKey	5	10.82	Complete (Passed 462)
Map.split	4	10.80	Complete (Passed 280)
Map.assocs	8	600.02	TimeOut
Map.fromAscListWithKey	6	35.79	Complete (Passed 1716)
Map.fromDistinctAscList	2	4.31	Complete (Passed 7)
Map.fromDistinctAscList	3	4.49	Complete (Passed 15)
Map.fromDistinctAscList	4	4.38	Complete (Passed 31)
Map.split	5	40.42	Complete (Passed 918)
Map.fromDistinctAscList	5	5.97	Complete (Passed 63)
Map.fromDistinctAscList	6	6.83	Complete (Passed 127)
Map.fromDistinctAscList	7	9.49	Complete (Passed 255)
Map.fromDistinctAscList	8	16.36	Complete (Passed 511)
Map.fromDistinctAscList	9	31.57	Complete (Passed 1023)
Map.toList	8	600.03	TimeOut
Map.splitLookup	2	4.85	Complete (Passed 30)
Map.splitLookup	3	5.83	Complete (Passed 84)
Map.fromAscListWith	7	173.99	Complete (Passed 6435)
Map.fromList	6	600.01	TimeOut
Map.splitLookup	4	10.50	Complete (Passed 280)
Map.fromDistinctAscList	10	64.98	Complete (Passed 2047)
Map.fromListWith	6	600.00	TimeOut
Map.fromListWithKey	6	600.01	TimeOut
Map.fromAscListWithKey	7	170.09	Complete (Passed 6435)
Map.splitLookup	5	36.98	Complete (Passed 918)
Map.split	6	187.90	Complete (Passed 2653)
Map.toAscList	8	600.02	TimeOut
Map.toDescList	8	600.01	TimeOut
Map.fromAscList	8	600.04	TimeOut
Map.fromDistinctAscList	11	128.03	Complete (Passed 4095)
Map.splitLookup	6	167.02	Complete (Passed 2653)
Map.isProperSubmapOfBy	4	3362.58	TimeOut
Map.fromDistinctAscList	12	264.13	Complete (Passed 8191)
Map.fromAscListWith	8	600.07	TimeOut
Map.fromAscListWithKey	8	600.01	TimeOut
Map.split	7	600.03	TimeOut
Map.splitLookup	7	600.10	TimeOut
Map.fromDistinctAscList	13	600.00	TimeOut
