depth,expressions,booleans,always-true,always-false,alternatives,local-functions
1,0.9215116279069767,NaN,NaN,NaN,0.9245283018867925,1.0
5,0.9215116279069767,NaN,NaN,NaN,0.9245283018867925,1.0
10,0.9215116279069767,NaN,NaN,NaN,0.9245283018867925,1.0
15,0.9593023255813954,NaN,NaN,NaN,0.9433962264150944,1.0
20,0.9593023255813954,NaN,NaN,NaN,0.9433962264150944,1.0
25,0.9593023255813954,NaN,NaN,NaN,0.9433962264150944,1.0
30,0.9593023255813954,NaN,NaN,NaN,0.9433962264150944,1.0
