depth,expressions,booleans,always-true,always-false,alternatives,local-functions
1,0.55,0.8461538461538461,0.23076923076923078,0.15384615384615385,0.5128205128205128,0.75
5,0.60625,0.8461538461538461,0.23076923076923078,7.692307692307693e-2,0.5641025641025641,0.9166666666666666
10,0.6015625,0.8461538461538461,0.23076923076923078,0.15384615384615385,0.5384615384615384,0.8333333333333334
15,0.5578125,0.8461538461538461,0.23076923076923078,0.15384615384615385,0.5128205128205128,0.75
20,0.6796875,0.8461538461538461,0.23076923076923078,0.15384615384615385,0.5897435897435898,0.9166666666666666
25,0.565625,0.8461538461538461,0.23076923076923078,0.15384615384615385,0.5128205128205128,0.75
30,0.6109375,0.8461538461538461,0.23076923076923078,0.15384615384615385,0.5384615384615384,0.9166666666666666
